*************************** NUIT one-group neutron cross-section data ***************************
Number of isotopes with neutron data: 
	554
Number of burnup steps:
	2

BU(MWd/kgHM)
0.00000000E+00   1.00000000E+00

NucId    NucName  MT
                  107   1.58025652E-06   6.56913746E-07
                  1021  1.73850957E+00   1.54264609E+00
360780   Kr78     5       
                  16    4.98572520E-05   2.18947733E-06
                  102   1.35863077E+00   1.31560652E+00
                  103   5.90318930E-03   5.39055715E-03
                  107   2.89687355E-04   2.56780974E-04
                  1021  4.14421586E-02   4.01297950E-02
360790   Kr79     4       
                  16    3.45821146E-04   1.30416110E-04
                  102   1.22139350E+00   1.20249734E+00
                  103   5.75607842E+01   6.14393251E+01
                  107   5.65275324E+00   6.03345918E+00
360800   Kr80     5       
                  16    1.71450368E-04   2.14128680E-05
                  102   1.83538693E+00   1.96710937E+00
                  103   3.45050466E-04   3.03054557E-04
                  107   5.41547385E-05   4.63750653E-05
                  1021  1.20786780E+00   1.29455432E+00
360810   Kr81     4       
                  16    4.22272270E-04   1.83821145E-04
                  102   6.11192894E+00   6.50279063E+00
                  103   6.62129592E-04   6.14227933E-04
                  107   6.28945038E-05   5.50784681E-05
360820   Kr82     5       
                  16    2.43903241E-04   3.71010338E-05
                  102   2.65218747E+00   2.35211305E+00
                  103   2.72435173E-05   2.12146240E-05
                  107   7.03887233E-06   5.27163322E-06
                  1021  5.31233947E+00   4.71128949E+00
360830   Kr83     4       
                  16    8.84723302E-04   6.51985550E-04
                  102   2.83612900E+01   2.98664741E+01
                  103   3.56325604E-05   3.03533809E-05
                  107   2.07949393E-06   1.38712405E-06
360840   Kr84     5       
                  16    2.58118860E-04   4.34720844E-05
                  102   1.26483890E-02   1.74234107E-02
                  103   3.26294522E-06   1.57507214E-06
                  107   7.95908201E-07   2.41854231E-07
                  1021  5.61302353E-02   7.73205302E-02
360850   Kr85     4       
                  16    5.44421730E-04   2.77581751E-04
                  102   2.95105453E-01   3.04945938E-01
                  103   3.14899693E-06   1.09241993E-06
                  107   1.08190462E-06   1.70786643E-07
360860   Kr86     4       
                  16    2.87492760E-04   4.97822397E-05
                  102   1.29234471E-03   1.16382880E-03
                  103   1.29204963E-06   1.26603095E-07
                  107   1.95444866E-07   2.08598189E-08
370850   Rb85     5       
                  16    2.65077394E-04   4.42865006E-05
                  102   2.76919829E-01   2.83294747E-01
                  103   1.18207230E-04   1.04773171E-04
                  107   2.14351390E-06   9.26573758E-07
                  1021  3.80839578E-02   3.89606813E-02
370860   Rb86     4       
                  16    3.89569461E-04   1.29847353E-04
                  102   1.50165219E+00   1.52560814E+00
                  103   9.71623392E-05   8.92484483E-05
                  107   3.98747069E-06   1.30809247E-06
370870   Rb87     4       
                  16    3.54383071E-04   6.10714852E-05
                  102   9.91791680E-02   9.12620988E-02
                  103   3.79346429E-06   1.54329482E-06
                  107   7.25504159E-07   1.16225490E-07
380840   Sr84     5       
                  16    9.25257961E-05   8.01799390E-06
                  102   1.20293116E-01   1.27208192E-01
                  103   1.08816664E-03   9.72356414E-04
                  107   2.88989886E-05   2.46182711E-05
                  1021  3.55173745E-01   3.75590985E-01
380850   Sr85     4       
                  16    2.45652592E-04   5.46058511E-05
                  102   9.80851846E-01   9.56145008E-01
                  103   1.96261104E-02   2.07520072E-02
                  107   4.45614865E-04   4.66426397E-04
380860   Sr86     5       
                  16    2.02520938E-04   2.64516612E-05
